[2025-01-07 11:06:49,738] 24 root - INFO - data loading started...
[2025-01-07 11:07:14,497] 22 root - INFO - Initialize Embedding model
[2025-01-07 11:07:22,345] 210 sentence_transformers.SentenceTransformer - INFO - Use pytorch device_name: cpu
[2025-01-07 11:07:22,345] 218 sentence_transformers.SentenceTransformer - INFO - Load pretrained SentenceTransformer: sentence-transformers/all-mpnet-base-v2
[2025-01-07 11:07:25,368] 25 root - INFO - Embedding Model Loaded
[2025-01-07 11:07:25,368] 28 root - INFO - Chat Model Loaded
[2025-01-07 11:07:25,368] 29 root - INFO - loading API key...
[2025-01-07 11:07:25,368] 34 root - INFO - Saving API...
[2025-01-07 11:07:27,914] 40 root - INFO - Returning Model
[2025-01-07 11:07:27,921] 21 root - INFO - Creating Chunks...
[2025-01-07 11:07:28,070] 25 root - INFO - Extracting as plain text...
[2025-01-07 11:07:28,073] 28 root - INFO - Loading environment variables...
[2025-01-07 11:07:28,073] 36 root - INFO - Connecting to Qdrant...
[2025-01-07 11:07:28,712] 39 root - INFO - Checking if collection exists...
[2025-01-07 11:07:28,945] 1025 httpx - INFO - HTTP Request: GET https://709e9862-ad6a-4017-b84b-d82c9f65a1d4.europe-west3-0.gcp.cloud.qdrant.io:6333/collections/qa_medi_chatbot1/exists "HTTP/1.1 200 OK"
[2025-01-07 11:07:28,945] 48 root - INFO - Collection already exists. Reusing collection.
[2025-01-07 11:07:28,945] 50 root - INFO - Adding texts to vector store...
[2025-01-07 11:07:28,987] 1025 httpx - INFO - HTTP Request: GET https://709e9862-ad6a-4017-b84b-d82c9f65a1d4.europe-west3-0.gcp.cloud.qdrant.io:6333/collections/qa_medi_chatbot1 "HTTP/1.1 200 OK"
[2025-01-07 11:07:51,730] 1025 httpx - INFO - HTTP Request: PUT https://709e9862-ad6a-4017-b84b-d82c9f65a1d4.europe-west3-0.gcp.cloud.qdrant.io:6333/collections/qa_medi_chatbot1/points?wait=true "HTTP/1.1 200 OK"
[2025-01-07 11:08:12,853] 1025 httpx - INFO - HTTP Request: PUT https://709e9862-ad6a-4017-b84b-d82c9f65a1d4.europe-west3-0.gcp.cloud.qdrant.io:6333/collections/qa_medi_chatbot1/points?wait=true "HTTP/1.1 200 OK"
[2025-01-07 11:08:34,939] 1025 httpx - INFO - HTTP Request: PUT https://709e9862-ad6a-4017-b84b-d82c9f65a1d4.europe-west3-0.gcp.cloud.qdrant.io:6333/collections/qa_medi_chatbot1/points?wait=true "HTTP/1.1 200 OK"
[2025-01-07 11:08:59,053] 1025 httpx - INFO - HTTP Request: PUT https://709e9862-ad6a-4017-b84b-d82c9f65a1d4.europe-west3-0.gcp.cloud.qdrant.io:6333/collections/qa_medi_chatbot1/points?wait=true "HTTP/1.1 200 OK"
[2025-01-07 11:09:22,789] 1025 httpx - INFO - HTTP Request: PUT https://709e9862-ad6a-4017-b84b-d82c9f65a1d4.europe-west3-0.gcp.cloud.qdrant.io:6333/collections/qa_medi_chatbot1/points?wait=true "HTTP/1.1 200 OK"
[2025-01-07 11:09:46,405] 1025 httpx - INFO - HTTP Request: PUT https://709e9862-ad6a-4017-b84b-d82c9f65a1d4.europe-west3-0.gcp.cloud.qdrant.io:6333/collections/qa_medi_chatbot1/points?wait=true "HTTP/1.1 200 OK"
[2025-01-07 11:10:09,977] 1025 httpx - INFO - HTTP Request: PUT https://709e9862-ad6a-4017-b84b-d82c9f65a1d4.europe-west3-0.gcp.cloud.qdrant.io:6333/collections/qa_medi_chatbot1/points?wait=true "HTTP/1.1 200 OK"
[2025-01-07 11:10:33,309] 1025 httpx - INFO - HTTP Request: PUT https://709e9862-ad6a-4017-b84b-d82c9f65a1d4.europe-west3-0.gcp.cloud.qdrant.io:6333/collections/qa_medi_chatbot1/points?wait=true "HTTP/1.1 200 OK"
[2025-01-07 11:10:56,752] 1025 httpx - INFO - HTTP Request: PUT https://709e9862-ad6a-4017-b84b-d82c9f65a1d4.europe-west3-0.gcp.cloud.qdrant.io:6333/collections/qa_medi_chatbot1/points?wait=true "HTTP/1.1 200 OK"
[2025-01-07 11:11:18,609] 1025 httpx - INFO - HTTP Request: PUT https://709e9862-ad6a-4017-b84b-d82c9f65a1d4.europe-west3-0.gcp.cloud.qdrant.io:6333/collections/qa_medi_chatbot1/points?wait=true "HTTP/1.1 200 OK"
[2025-01-07 11:11:18,613] 58 root - INFO - Returning vector store...
[2025-01-07 11:11:43,099] 8 root - INFO - Retriever object created...
[2025-01-07 11:11:43,099] 12 root - INFO - Setting parameters for chain...
[2025-01-07 11:11:43,102] 26 root - INFO - Input user query...
[2025-01-07 11:11:44,379] 1025 httpx - INFO - HTTP Request: POST https://709e9862-ad6a-4017-b84b-d82c9f65a1d4.europe-west3-0.gcp.cloud.qdrant.io:6333/collections/qa_medi_chatbot1/points/query "HTTP/1.1 200 OK"
[2025-01-07 11:11:46,839] 1025 httpx - INFO - HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
[2025-01-07 11:11:46,853] 30 root - INFO - Query response received...
[2025-01-07 11:12:11,493] 8 root - INFO - Retriever object created...
[2025-01-07 11:12:11,493] 12 root - INFO - Setting parameters for chain...
[2025-01-07 11:12:11,493] 26 root - INFO - Input user query...
[2025-01-07 11:12:12,743] 1025 httpx - INFO - HTTP Request: POST https://709e9862-ad6a-4017-b84b-d82c9f65a1d4.europe-west3-0.gcp.cloud.qdrant.io:6333/collections/qa_medi_chatbot1/points/query "HTTP/1.1 200 OK"
[2025-01-07 11:12:14,913] 1025 httpx - INFO - HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
[2025-01-07 11:12:14,917] 30 root - INFO - Query response received...
[2025-01-07 11:12:29,116] 8 root - INFO - Retriever object created...
[2025-01-07 11:12:29,116] 12 root - INFO - Setting parameters for chain...
[2025-01-07 11:12:29,116] 26 root - INFO - Input user query...
